# Sensolytics: 3.12
# Line Scan
# Warning: the data-format is using a '.' as decimal sign. German Windows-systems may have problems with this...
# Experiment started: 5/21/2024 4:53:52 PM
# Stepper motors position: X 15,214.300 µm; Y 9,312.000 µm; Z 9,476.000 µm
# Piezo controller position: X 0.000 µm; Y 100.000 µm; Z 100.000 µm
# Potentiostat: ECD Off
# Potential WE1 at start [V]: 0.750
# Potential WE2 at start: OCP
# Controller: PCIe LStep Express
# Axis: ZAxis
# Direction: Negative
# Way [µm]: 2000
# Max. Speed [µm/s]: 1
# Increment [µm]: 0.25
# Waiting Time [ms]: 0
# Stop Condition: Manual
# Position abs. [µm], Position rel. [µm], I WE1 [A]
9513.000, -63.000, 5.584716796875E-09
9512.750, -63.250, 5.57861328125E-09
9512.500, -63.500, 5.5755615234375E-09
9512.250, -63.750, 5.57861328125E-09
9512.000, -64.000, 5.5755615234375E-09
9511.750, -64.250, 5.572509765625E-09
9511.500, -64.500, 5.572509765625E-09
9511.250, -64.750, 5.57861328125E-09
9511.000, -65.000, 5.57861328125E-09
9510.750, -65.250, 5.572509765625E-09
9510.500, -65.500, 5.5755615234375E-09
9510.250, -65.750, 5.5755615234375E-09
9510.000, -66.000, 5.5755615234375E-09
9509.750, -66.250, 5.5755615234375E-09
9509.500, -66.500, 5.572509765625E-09
9509.250, -66.750, 5.57861328125E-09
9509.000, -67.000, 5.5816650390625E-09
9508.750, -67.250, 5.5816650390625E-09
9508.500, -67.500, 5.584716796875E-09
9508.250, -67.750, 5.5908203125E-09
9508.000, -68.000, 5.5908203125E-09
9507.750, -68.250, 5.5877685546875E-09
9507.500, -68.500, 5.5877685546875E-09
9507.250, -68.750, 5.5877685546875E-09
9507.000, -69.000, 5.5816650390625E-09
9506.750, -69.250, 5.57861328125E-09
9506.500, -69.500, 5.57861328125E-09
9506.250, -69.750, 5.5816650390625E-09
9506.000, -70.000, 5.57861328125E-09
9505.750, -70.250, 5.57861328125E-09
9505.500, -70.500, 5.57861328125E-09
9505.250, -70.750, 5.5816650390625E-09
9505.000, -71.000, 5.57861328125E-09
9504.750, -71.250, 5.5755615234375E-09
9504.500, -71.500, 5.5816650390625E-09
9504.250, -71.750, 5.5816650390625E-09
9504.000, -72.000, 5.5816650390625E-09
9503.750, -72.250, 5.584716796875E-09
9503.500, -72.500, 5.5908203125E-09
9503.250, -72.750, 5.5908203125E-09
9503.000, -73.000, 5.5877685546875E-09
9502.750, -73.250, 5.5877685546875E-09
9502.500, -73.500, 5.584716796875E-09
9502.250, -73.750, 5.5755615234375E-09
9502.000, -74.000, 5.572509765625E-09
9501.750, -74.250, 5.5755615234375E-09
9501.500, -74.500, 5.57861328125E-09
9501.250, -74.750, 5.57861328125E-09
9501.000, -75.000, 5.584716796875E-09
9500.750, -75.250, 5.5908203125E-09
9500.500, -75.500, 5.5908203125E-09
9500.250, -75.750, 5.5877685546875E-09
9500.000, -76.000, 5.5908203125E-09
9499.750, -76.250, 5.5938720703125E-09
9499.500, -76.500, 5.5877685546875E-09
9499.250, -76.750, 5.5908203125E-09
9499.000, -77.000, 5.5877685546875E-09
9498.750, -77.250, 5.5816650390625E-09
9498.500, -77.500, 5.57861328125E-09
9498.250, -77.750, 5.584716796875E-09
9498.000, -78.000, 5.5816650390625E-09
9497.750, -78.250, 5.5755615234375E-09
9497.500, -78.500, 5.5755615234375E-09
9497.250, -78.750, 5.57861328125E-09
9497.000, -79.000, 5.5816650390625E-09
9496.750, -79.250, 5.57861328125E-09
9496.500, -79.500, 5.57861328125E-09
9496.250, -79.750, 5.584716796875E-09
9496.000, -80.000, 5.5877685546875E-09
9495.750, -80.250, 5.5908203125E-09
9495.500, -80.500, 5.5908203125E-09
9495.250, -80.750, 5.5908203125E-09
9495.000, -81.000, 5.5877685546875E-09
9494.750, -81.250, 5.5908203125E-09
9494.500, -81.500, 5.5938720703125E-09
9494.250, -81.750, 5.5908203125E-09
9494.000, -82.000, 5.5908203125E-09
9493.750, -82.250, 5.5938720703125E-09
9493.500, -82.500, 5.5938720703125E-09
9493.250, -82.750, 5.5877685546875E-09
9493.000, -83.000, 5.5816650390625E-09
9492.750, -83.250, 5.5755615234375E-09
9492.500, -83.500, 5.57861328125E-09
9492.250, -83.750, 5.5755615234375E-09
9492.000, -84.000, 5.56640625E-09
9491.750, -84.250, 5.5755615234375E-09
9491.500, -84.500, 5.5755615234375E-09
9491.250, -84.750, 5.5755615234375E-09
9491.000, -85.000, 5.5694580078125E-09
9490.750, -85.250, 5.57861328125E-09
9490.500, -85.500, 5.57861328125E-09
9490.250, -85.750, 5.5755615234375E-09
9490.000, -86.000, 5.5816650390625E-09
9489.750, -86.250, 5.57861328125E-09
9489.500, -86.500, 5.5816650390625E-09
9489.250, -86.750, 5.584716796875E-09
9489.000, -87.000, 5.584716796875E-09
9488.750, -87.250, 5.5816650390625E-09
9488.500, -87.500, 5.5816650390625E-09
9488.250, -87.750, 5.584716796875E-09
9488.000, -88.000, 5.5816650390625E-09
9487.750, -88.250, 5.5755615234375E-09
9487.500, -88.500, 5.5755615234375E-09
9487.250, -88.750, 5.57861328125E-09
9487.000, -89.000, 5.5816650390625E-09
9486.750, -89.250, 5.57861328125E-09
9486.500, -89.500, 5.57861328125E-09
9486.250, -89.750, 5.5816650390625E-09
9486.000, -90.000, 5.584716796875E-09
9485.750, -90.250, 5.584716796875E-09
9485.500, -90.500, 5.5755615234375E-09
9485.250, -90.750, 5.5816650390625E-09
9485.000, -91.000, 5.5877685546875E-09
9484.750, -91.250, 5.5877685546875E-09
9484.500, -91.500, 5.5908203125E-09
9484.250, -91.750, 5.5908203125E-09
9484.000, -92.000, 5.5908203125E-09
9483.750, -92.250, 5.5908203125E-09
9483.500, -92.500, 5.5908203125E-09
9483.250, -92.750, 5.5908203125E-09
9483.000, -93.000, 5.5877685546875E-09
9482.750, -93.250, 5.57861328125E-09
9482.500, -93.500, 5.5755615234375E-09
9482.250, -93.750, 5.572509765625E-09
9482.000, -94.000, 5.5694580078125E-09
9481.750, -94.250, 5.5633544921875E-09
9481.500, -94.500, 5.56640625E-09
9481.250, -94.750, 5.5694580078125E-09
9481.000, -95.000, 5.5694580078125E-09
9480.750, -95.250, 5.56640625E-09
9480.500, -95.500, 5.56640625E-09
9480.250, -95.750, 5.572509765625E-09
9480.000, -96.000, 5.5755615234375E-09
9479.750, -96.250, 5.572509765625E-09
9479.500, -96.500, 5.57861328125E-09
9479.250, -96.750, 5.57861328125E-09
9479.000, -97.000, 5.5755615234375E-09
9478.750, -97.250, 5.5755615234375E-09
9478.500, -97.500, 5.5694580078125E-09
9478.250, -97.750, 5.57861328125E-09
9478.000, -98.000, 5.5755615234375E-09
9477.750, -98.250, 5.56640625E-09
9477.500, -98.500, 5.5694580078125E-09
9477.250, -98.750, 5.572509765625E-09
9477.000, -99.000, 5.5694580078125E-09
9476.750, -99.250, 5.56640625E-09
9476.500, -99.500, 5.5694580078125E-09
9476.250, -99.750, 5.5694580078125E-09
9476.000, -100.000, 5.56640625E-09
9475.750, -100.250, 5.5694580078125E-09
9475.500, -100.500, 5.572509765625E-09
9475.250, -100.750, 5.56640625E-09
9475.000, -101.000, 5.5633544921875E-09
9474.750, -101.250, 5.56640625E-09
9474.500, -101.500, 5.5694580078125E-09
9474.250, -101.750, 5.5694580078125E-09
9474.000, -102.000, 5.572509765625E-09
9473.750, -102.250, 5.5694580078125E-09
9473.500, -102.500, 5.56640625E-09
9473.250, -102.750, 5.56640625E-09
9473.000, -103.000, 5.5694580078125E-09
9472.750, -103.250, 5.56640625E-09
9472.500, -103.500, 5.5633544921875E-09
9472.250, -103.750, 5.5633544921875E-09
9472.000, -104.000, 5.56640625E-09
9471.750, -104.250, 5.572509765625E-09
9471.500, -104.500, 5.5694580078125E-09
9471.250, -104.750, 5.5694580078125E-09
9471.000, -105.000, 5.5755615234375E-09
9470.750, -105.250, 5.5755615234375E-09
9470.500, -105.500, 5.572509765625E-09
9470.250, -105.750, 5.572509765625E-09
9470.000, -106.000, 5.5694580078125E-09
9469.750, -106.250, 5.5755615234375E-09
9469.500, -106.500, 5.572509765625E-09
9469.250, -106.750, 5.57861328125E-09
9469.000, -107.000, 5.57861328125E-09
9468.750, -107.250, 5.572509765625E-09
9468.500, -107.500, 5.57861328125E-09
9468.250, -107.750, 5.5755615234375E-09
9468.000, -108.000, 5.56640625E-09
9467.750, -108.250, 5.56640625E-09
9467.500, -108.500, 5.572509765625E-09
9467.250, -108.750, 5.56640625E-09
9467.000, -109.000, 5.56640625E-09
9466.750, -109.250, 5.572509765625E-09
9466.500, -109.500, 5.5755615234375E-09
9466.250, -109.750, 5.5755615234375E-09
9466.000, -110.000, 5.57861328125E-09
9465.750, -110.250, 5.57861328125E-09
9465.500, -110.500, 5.57861328125E-09
9465.250, -110.750, 5.5816650390625E-09
9465.000, -111.000, 5.57861328125E-09
9464.750, -111.250, 5.5755615234375E-09
9464.500, -111.500, 5.5755615234375E-09
9464.250, -111.750, 5.57861328125E-09
9464.000, -112.000, 5.5755615234375E-09
9463.750, -112.250, 5.572509765625E-09
9463.500, -112.500, 5.5755615234375E-09
9463.250, -112.750, 5.5755615234375E-09
9463.000, -113.000, 5.5755615234375E-09
9462.750, -113.250, 5.572509765625E-09
9462.500, -113.500, 5.572509765625E-09
9462.250, -113.750, 5.572509765625E-09
9462.000, -114.000, 5.572509765625E-09
9461.750, -114.250, 5.572509765625E-09
9461.500, -114.500, 5.5755615234375E-09
9461.250, -114.750, 5.5816650390625E-09
9461.000, -115.000, 5.57861328125E-09
9460.750, -115.250, 5.572509765625E-09
9460.500, -115.500, 5.5694580078125E-09
9460.250, -115.750, 5.572509765625E-09
9460.000, -116.000, 5.572509765625E-09
9459.750, -116.250, 5.5694580078125E-09
9459.500, -116.500, 5.572509765625E-09
9459.250, -116.750, 5.5755615234375E-09
9459.000, -117.000, 5.5816650390625E-09
9458.750, -117.250, 5.5816650390625E-09
9458.500, -117.500, 5.5755615234375E-09
9458.250, -117.750, 5.5755615234375E-09
9458.000, -118.000, 5.57861328125E-09
9457.750, -118.250, 5.5755615234375E-09
9457.500, -118.500, 5.5694580078125E-09
9457.250, -118.750, 5.5694580078125E-09
9457.000, -119.000, 5.5755615234375E-09
9456.750, -119.250, 5.5755615234375E-09
9456.500, -119.500, 5.572509765625E-09
9456.250, -119.750, 5.5694580078125E-09
9456.000, -120.000, 5.5694580078125E-09
9455.750, -120.250, 5.56640625E-09
9455.500, -120.500, 5.5633544921875E-09
9455.250, -120.750, 5.56640625E-09
9455.000, -121.000, 5.56640625E-09
9454.750, -121.250, 5.56640625E-09
9454.500, -121.500, 5.56640625E-09
9454.250, -121.750, 5.5694580078125E-09
9454.000, -122.000, 5.572509765625E-09
9453.750, -122.250, 5.572509765625E-09
9453.500, -122.500, 5.56640625E-09
9453.250, -122.750, 5.56640625E-09
9453.000, -123.000, 5.572509765625E-09
9452.750, -123.250, 5.56640625E-09
9452.500, -123.500, 5.5694580078125E-09
9452.250, -123.750, 5.5694580078125E-09
9452.000, -124.000, 5.56640625E-09
9451.750, -124.250, 5.56640625E-09
9451.500, -124.500, 5.5694580078125E-09
9451.250, -124.750, 5.572509765625E-09
9451.000, -125.000, 5.5694580078125E-09
9450.750, -125.250, 5.5633544921875E-09
9450.500, -125.500, 5.5633544921875E-09
9450.250, -125.750, 5.5694580078125E-09
9450.000, -126.000, 5.5694580078125E-09
9449.750, -126.250, 5.5633544921875E-09
9449.500, -126.500, 5.560302734375E-09
9449.250, -126.750, 5.5694580078125E-09
9449.000, -127.000, 5.56640625E-09
9448.750, -127.250, 5.56640625E-09
9448.500, -127.500, 5.56640625E-09
9448.250, -127.750, 5.56640625E-09
9448.000, -128.000, 5.5694580078125E-09
9447.750, -128.250, 5.5633544921875E-09
9447.500, -128.500, 5.560302734375E-09
9447.250, -128.750, 5.560302734375E-09
9447.000, -129.000, 5.5572509765625E-09
9446.750, -129.250, 5.5572509765625E-09
9446.500, -129.500, 5.560302734375E-09
9446.250, -129.750, 5.560302734375E-09
9446.000, -130.000, 5.5572509765625E-09
9445.750, -130.250, 5.560302734375E-09
9445.500, -130.500, 5.56640625E-09
9445.250, -130.750, 5.56640625E-09
9445.000, -131.000, 5.56640625E-09
9444.750, -131.250, 5.56640625E-09
9444.500, -131.500, 5.572509765625E-09
9444.250, -131.750, 5.572509765625E-09
9444.000, -132.000, 5.572509765625E-09
9443.750, -132.250, 5.5694580078125E-09
9443.500, -132.500, 5.572509765625E-09
9443.250, -132.750, 5.57861328125E-09
9443.000, -133.000, 5.5755615234375E-09
9442.750, -133.250, 5.5694580078125E-09
9442.500, -133.500, 5.572509765625E-09
9442.250, -133.750, 5.572509765625E-09
9442.000, -134.000, 5.5633544921875E-09
9441.750, -134.250, 5.5633544921875E-09
9441.500, -134.500, 5.56640625E-09
9441.250, -134.750, 5.5633544921875E-09
9441.000, -135.000, 5.560302734375E-09
9440.750, -135.250, 5.5633544921875E-09
9440.500, -135.500, 5.5633544921875E-09
9440.250, -135.750, 5.5633544921875E-09
9440.000, -136.000, 5.5633544921875E-09
9439.750, -136.250, 5.560302734375E-09
9439.500, -136.500, 5.56640625E-09
9439.250, -136.750, 5.572509765625E-09
9439.000, -137.000, 5.5694580078125E-09
9438.750, -137.250, 5.572509765625E-09
9438.500, -137.500, 5.5755615234375E-09
9438.250, -137.750, 5.5755615234375E-09
9438.000, -138.000, 5.5694580078125E-09
9437.750, -138.250, 5.572509765625E-09
9437.500, -138.500, 5.5755615234375E-09
9437.250, -138.750, 5.5694580078125E-09
9437.000, -139.000, 5.56640625E-09
9436.750, -139.250, 5.56640625E-09
9436.500, -139.500, 5.56640625E-09
9436.250, -139.750, 5.5633544921875E-09
9436.000, -140.000, 5.5694580078125E-09
9435.750, -140.250, 5.572509765625E-09
9435.500, -140.500, 5.5755615234375E-09
9435.250, -140.750, 5.560302734375E-09
9435.000, -141.000, 5.5694580078125E-09
9434.750, -141.250, 5.56640625E-09
9434.500, -141.500, 5.5694580078125E-09
9434.250, -141.750, 5.572509765625E-09
9434.000, -142.000, 5.5694580078125E-09
9433.750, -142.250, 5.5633544921875E-09
9433.500, -142.500, 5.560302734375E-09
9433.250, -142.750, 5.56640625E-09
9433.000, -143.000, 5.56640625E-09
9432.750, -143.250, 5.56640625E-09
9432.500, -143.500, 5.5633544921875E-09
9432.250, -143.750, 5.572509765625E-09
9432.000, -144.000, 5.5694580078125E-09
9431.750, -144.250, 5.56640625E-09
9431.500, -144.500, 5.5633544921875E-09
9431.250, -144.750, 5.56640625E-09
9431.000, -145.000, 5.56640625E-09
9430.750, -145.250, 5.5633544921875E-09
9430.500, -145.500, 5.56640625E-09
9430.250, -145.750, 5.5694580078125E-09
